Category,Listing Name,Descript
sciences,Product Development Executive,"['Learn and develop skills about Chocolate Industry analysis and processes', 'Perform and accomplish the research and development function', 'to develop new products,', 'to improve existing products by a practical review of its technical specifications', 'to improve process, initiates cost-savings and adopt alternative raw materials', 'Execute new product development by benchmarking or product matching based on customer’s request', 'Develop new products that are cost efficient and might boost sales', 'Provide support to sales in technical-related problems and enquiries', 'Participate in product quality improvement to support Quality Assurance department regarding product complaints and cost improvements', 'Prepare Raw Material and Finished Goods Specifications for commercialized products', 'Document manufacturing protocols and standards', 'Conduct initial evaluation and small scale trials to determine alternative raw materials used for product improvement and cost efficiency', 'Preparation of technical documents and reports :', 'Ensures proper maintenance of all data, documents and records relating to product development - good inventory records of all equipment, raw materials, lab retained samples and finished goods samples in the pilot plant and sample room. Ensures correct identification of retained samples and stocksPerform other assigned duties as required\xa0', 'Development of Process, Product and Profit Improvement Programs', 'Support and maintain the laboratory operations (especially basic maintenance of pilot plant equipment and facilities)', 'Any other duties as assigned by Senior Manager', '\xa0\xa0', 'Requirement:', ""Candidate must possess at least a Bachelor's Degree in Food Technology or Applied Science."", 'Possess technical skills for physical-chemical analysis, product development , improvement and costing analysis to support product development', 'Demonstrate analytical thinking and problem solving skills', 'Possess a good sensory skills for product benchmarking and matching', 'Demonstrate ability to handle work professionally, independently and efficiently', 'Possess effective organizational skills and paying attention to details', 'Good interpersonal skills and able to interface with all levels, internally and externally, in a professional and responsive manner\xa0', 'Must be proficient in Microsoft Office.', 'Benefits:', '5 working days', 'Flexible working hours', 'Workplace health Program', 'Travelling Required 20%', 'Interested candidate, please send in detailed resume\xa0via ', 'APPLY NOW ', 'button below.']"
sciences,Research Associate [LKCMedicine],"['Lee Kong Chian School of Medicine invites applications for:', 'Research Associate (Learning Content Designer) in the Centre for Population Health Sciences (Prof Josip Car)', 'We are currently recruiting a Research Associate who will join the Centre for Population Health Sciences at Lee Kong Chian School of Medicine, a joint medical school between Imperial College London and Nanyang Technological University (NTU).', ""The Centre's focus areas of research include population health, digital health, mHealth, digital education, and health services and outcomes research."", 'For more information, please visit:', 'https://www.ntu.edu.sg/cephas', 'Reporting to the Director of the Centre for Population Health Sciences, Prof Josip Car, responsibilities include:', 'Participate in research projects on designing mobile education modules.', 'Develop and curate health information, design and develop high quality engaging chatbot conversations.', 'Contribute to project teams in multidisciplinary projects (e.g. health systems science, population health, digital health, mHealth)', 'Executing research activities such as data collection, data management, statistical analysis, independently and/or under the direction of senior researchers', 'Assisting senior researchers with preparation of research deliverables including writing progress/final reports and drafting manuscripts for publication in peer-reviewed journals', 'Participating in research seminars and regular team meetings and discussions', 'Performing administrative duties as assigned.', 'In addition, the selected candidate will undertake ad-hoc assignments or projects where required, as assigned by the Centre Director.', 'Skills and qualifications:', 'Degree in medicine, pharmacy, nursing or health sciences related discipline, communications, health education or a related discipline (social and behavioural sciences, digital health) with demonstrated capability in instructional design.', 'Research skills', 'Competent in creatively designing engaging instructional materials on health topics.', 'Has some knowledge base in health sciences, learning sciences and mobile technologies and how they can be applied in mobile learning.', 'Excellent communicator, strong language skills.', 'Experience in applying design thinking methodologies is an advantage.', 'Experience in interacting with the elderly is an advantage.', 'Has basic skills in data management and statistics.', 'Has some Project Management skills.', 'Qualities:', 'Creative, highly motivated, meticulous and well organized.', 'Able to work independently and collaborate effectively in a highly diverse, multi-cultural and interdisciplinary team.', 'Able to execute research projects to meet professional standards in terms of quality, timeliness and research outputs.', 'Fluent in written and spoken English with good communication skills.']"
sciences,Laboratory Technician,"['Job responsibilities:', 'Conduct laboratory analysis', 'Carry out calibration and maintenance for lab equipment', 'Ensure proper housekeeping and maintain cleanliness of work area', 'Ensure safe working environment in the laboratory', 'Job requirements:', 'Diploma in Chemistry/Chemical Process Technology or equivalent', 'Minimum 3 years working experience', 'Preferably 1 or 2 years working experience in QC field, food industry related', 'Able to work alternate Saturday (8.30am-12.30nn)']"
sciences,QC Laboratory Technician / Training Provided (No Exp Needed),"['Company: Biomedical Manufacturing', 'Location: West (near to MRT)', 'Working days: 12hrs rotating shift / 4 days', 'Salary: Up to $2500-$2800 + Medical benefits', 'No experience needed ! Training provided !', 'Duties', 'Perform routine test analysis assign by the supervisor.', 'Ensure that tests assigned is perform in a timely manner in accordance with validated test procedures.', 'Perform housekeeping and maintain the cleanliness in the laboratory.', 'Any other duties as assigned by supervisor.', 'Requirements', 'Singaporean Only', 'Possess NITEC/Diploma in Chemcial Process Technology /Bioengineering/ Biotechnology / Chemistry', 'Proficient in English and Mandarin as liaising with Mandarin speaking clients is required', 'Interested candidates who wish to apply for the advertised position, please click APPLY NOW or email an updated copy of your resume/cv.', 'We regret that only shortlisted candidate will be notified.', 'Email Address:\xa0 ', '[email\xa0protected]', 'Attention to:\xa0\xa0\xa0\xa0\xa0\xa0 Claire Phoa', 'Reg No:\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 R209077', 'EA License No: 19C9682']"
sciences,"Senior/Research Assistant (Contract), Department of Medicine (IGH)","['Job Description:', 'The Integrated General Hospital (IGH) care model is the latest attempt to integrate health care locally. IGH is a generalist-led team-based care model, which aims to manage patients on one-site across their entire care continuum. A cohort study will be used to evaluate the medium-term impacts of the IGH model of care and how it differs from usual care. To aid in the development and evaluation of these new care approaches, a health services research team has been established at the National University Hospital. The team is expanding and is looking to recruit a senior/research assistant.', 'The successful candidate will be expected to contribute towards and manage tasks on a cohort study pertaining the evaluation of the IGH model. Areas of research include evaluation of inpatient and outpatient programmes at National University Hospital and Alexandra Hospital. The candidate may be required to travel between study sites but will primarily be situated in one of the study sites.', 'The Challenges', 'Responsibilities and Duties', 'Project management', 'Attend to administrative, operational, and logistical needs of the study, such as procurement of materials and equipment, ethics review application, and participant recruitment and data collection', 'Manage cost, timeline, and resource estimates throughout course of study', 'Coordinate study team for participant recruitment and data collection', 'Oversee management of study files and documents, and participant folders', 'Serve as a liaison between Investigators and members of different study sites', 'Serve as reporting officer for research assistants', 'Mentor junior staff', 'Contribute towards research protocol development', 'Patient recruitment', 'Data collection and data cleaning', 'Support patient interviews', 'Support quantitative and/or qualitative analysis', 'Contribute to the development of scientific papers and the dissemination of the study findings', 'Preparation of proposals for new grants', 'Set up and manage research meetings', 'Job Requirements:', 'Qualification:', 'Bachelor’s degree in health-related science (e.g. nursing, life sciences)', 'Experience:', 'Experience managing a research-based team', 'Experience working in a healthcare setting', 'Experience with applying for ethics review', 'Experience with grant applications', 'Skills:', 'Proficient in the use of Microsoft Office', 'Ideally have prior experience of using statistical analysis software (e.g. Stata, SPSS, or R), or be willing to pick up the skills on the job', 'Ideally have prior experience of using qualitative analysis software (e.g. nVivo or atlas.ti) or be willing to pick up the skills on the job', 'Ideally have prior experience organizing and managing data', 'Able to work independently and within a multidisciplinary team', 'Organised and able to prioritise workload', 'Interested applicants are invited to email the following via Apply Now.', 'A two-page Curriculum Vitae (only including relevant information), previous experience and containing details of two named referees', 'A sample of published work and their roles in the projects', 'Two letters of reference', 'Please indicate in the subject title as: ""Applying for position of Senior/Research Assistant (Contract), Department of Medicine (IGH)”', 'We regret that only shortlisted candidates will be notified.']"
sciences,Research Assistant - Orthopaedic Surgery (6-month Contract),"['Job Description', 'The candidate will work on a NMRC funded research project “Role of secreted exosomes from mesenchymal stem cells in growth plate repair following injury”.', 'The Challenges', 'Primary Responsibilities and Duties (80%)', 'Perform cell culture and histological analyses and be involved in animal studies.', 'Assist experiments that are in the above mentioned grant', 'Will be required to handle animals: rabbits and rats, and assist in animal surgeries', 'Will be required to perform laboratory experiments such as cell culture, RT PCR, proliferation and migration assays', 'Assist in financial management of the grants in terms of administration and documentation and filling', 'Secondary Responsibilities and Duties (20%)', 'Assist Principal Investigator in other laboratory related duties as assigned.', 'The Requirements', '\xa0', 'Qualification:', 'Degree in biological or life sciences', 'Experience:', 'At least one year experience in a life sciences laboratory, particularly in aseptic cell culture techniques. Experience in handling small animals (e.g. rodents) is an advantage.', 'Skills:', 'Able to perform cell culture and histological analysis', 'Willingness to handle animals.', 'Ability to work in a team', 'Interested applicants are invited to email a detailed resume stating your current and expected salary by clicking Apply Now.', 'Please indicate in the subject title as: ""Applying for position of Research Assistant_Orthopaedic Surgery (6-month Contract)”', 'We regret that only shortlisted candidates will be notified.']"
sciences,"Senior/ Laboratory Officer, DNA Profiling Lab (Outram) (Re)","['At the Health Sciences Authority (HSA), we recognise the enormous challenge posed today by the biomedical sciences and the blurring of boundaries between healthcare products resulting from increasing convergence in the application of medical technology. It is right here in HSA, where we are uniquely equipped to meet this challenge. A statutory board formed on 1 April 2001, we play a vital role in supporting healthcare services and regulation, serving the administration of justice and enhancing safety in our community. We are responsible for the quality, safety and efficacy of medicines, medical devices, blood and its products and all health-related products available in Singapore. We provide a comprehensive regulatory service for the evaluation and marketing approval of all therapeutic products. We also provide scientific, investigative and analytical support for vital governmental functions such as forensic expertise for the courts, drug and criminal investigations and the regulation of food safety and industrial and environmental health.', 'Job Description', 'Examination for biological fluids using chemical and serological tests.', 'Assist scientists in developing/validating new technologies/methods.', 'Assist in laboratory administrative duties such as equipment maintenance, inventory, purchase of consumables, and preparation of laboratory reagents/supplies.', 'Assist in laboratory quality assurance duties such as checking for expiry dates, conduct of basic performance checking tests.', 'Job Requirements', 'Background in a Biology/Biomedical Science/Biotechnology (or related fields)', 'Successfully completed supervised laboratory research project in biochemistry/molecular biology area.', 'Please note that only shortlisted candidates will be notified.']"
sciences,LaboratoryTechnician,"['Job Purpose:', 'To conduct laboratory experimental work.\xa0Report findings from the work and contribute to the development of new or improved product formulations.\xa0Under close direction from supervisor, provide technical support for new and existing products.', 'General Description:', 'Follows direction and executes assigned experimentation with regular involvement from supervisor, discusses work with supervisor daily.', 'Logically organizes a series of simple tasks to complete assigned experiment.', 'Records experimental output in a condensed, tabulated or graphic form to concisely and effectively communicate results.', 'Demonstrates attention to detail. Detects anomalies in experimental parameters or results and makes suggestions for next steps.', 'Has a basic awareness of PPG & competitor product portfolio.', 'Keeps lab appropriately supplied, keeps basic equipment functioning and in good condition.', 'Understands and consistently practices EHS processes relevant to the job in the working environment.', 'Core Responsibilities:', 'Organize, accurately carry out and report results from lab experiments following instruction from supervisors.', 'Ensure all experimental work is fully recorded in appropriate lab notebooks, databases and where necessary, project reports.', 'Work safely, following all lab procedures and contribute to the maintenance of high safety standards.', 'Contribute ideas for lab work involving new product development, existing product improvement and formula cost reduction.']"
sciences,Medical Technologist (Clinical Microbiology) - (SG10797),"['Key accountabilities', 'Perform processing of blood, body fluids, wound swab, urine, stool, sputum, aspirates etc, and perform all tests procedures in Microbiology laboratory', 'Identify bacteria and fungi on culture plates for all specimen types. Follow up with appropriate tests and perform sensitivity tests', 'Manage PCR analyzers, incubators, Blood Culture Incubators and other instrument in Microbiology Lab', 'Follow all regulatory guidelines, participating external proficiency program or quality assurance program', 'Responsible for all procedures done.', 'Deliver accurate, reliable and precision test results to physician in prompt and efficient manner', 'Qualifications & Experience', 'Diploma in Medical Technology or Biotechnology or Biomedical Sciences or Bachelor of Biomedical Science', 'At least 3 years working experience in a Clinical Microbiology Laboratory.', 'Able to identify bacteria and fungi on culture plates for all specimen types. Follow up with appropriate tests and perform sensitivity tests.']"
sciences,Head of Clinical Operations (EDDC),"['\n\n', 'Job purpose:', '\n', 'Provides leadership in executing clinical development by managing external sites and vendors, as well as internal stakeholders.', '\n', 'Within a continuous improvement framework, ensures that all processes associated with the monitoring and site management organization required during the execution phase of EDDC clinical trials are in place thereby ensuring trial sites are managed and data is delivered to the appropriately defined cost/quality measures, and in the required time frames.', '\n', 'Develop and provide the monitoring and site management organization primarily using external service providers with efficient and effective tools, processes and training to enable them to meet EDDC business needs and be fully compliant with regulatory requirements.', '\n', 'He/she is accountable for implementation of all GCP requirements as well as other regulatory and A*STAR internal guidelines in all studies by ensuring adequate training of external staff.', '\n\n\n', 'Major activities:', '\n', 'The EDDC Clinical Operational Oversight Head is responsible for the strategic cooperation with external service providers, including the timely development of secrecy agreements and contracts with external partners in the framework of EDDC clinical studies. Responsible for build-up, maintenance and quality evaluation of a pool of preferred suppliers for clinical services, comprising sites with the necessary capabilities to provide all clinical services required globally. In close liaison with the CDO provides proactive evaluation of new sites/CROs to avoid resource and/or feasibility constraints', '\n\n', 'The key activities involved include:', '\n', '\xa0', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0', 'O', 'versight of monitoring and site management activities performed by external service providers (including management of insourced monitors, performance of shadow monitoring visits, oversight of site selection, initiation, periodic monitoring) to ensure patient safety and adherence of the site to GCP, handling of corrective actions and preventative actions', ' ', '(CAPA).', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'En', 'suring across study evaluations of external providers, definition and tracking of key performance indicators (KPIs) per', ' ', 'provider.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'O', 'perational support of any outsourcing activities (SOP management, information flow management, contract/support review and', ' ', 'others).', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'M', 'anagement of all EDDC clinical contracts (study as well as project related) in close liaison with procurement and', ' ', 'legal.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'P', 'roviding point of contact within EDDC for topics regarding external supplier/sites with regard to contract management, site management, monitoring, performance/KPI review.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'E', 'nsure that the investigative site is also considered as a key customer for all process, tool and training', ' ', 'initiatives.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'D', 'efine appropriate key performance indicators that can be used by the monitoring and site management organization to best measure and assess the processes in place, in terms of time, cost,', ' ', 'quality.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'B', 'uild relationships and leverage synergies in country specific expertise by providing special expertise on early exploratory as well as healthy volunteer', ' ', 'trials.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'R', 'esponsible for maintaining an up-to-date knowledge of new laws/regulations, external industry benchmarks and tools in order to evaluate their potential to impact on planning/execution monitoring and site management processes, as well as making recommendations for the next steps based on the', ' ', 'evaluation.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'W', 'ork to implement training needs assessments of clinical research associates and site staff. Support the development and delivery of training materials and strategies to ensure the training needs are fulfilled at the sites. Ensure cross cultural, regional requirements are', ' ', 'considered.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'D', 'rive the focus and implement measures to ensure the data quality at the sites is of high standard. This may include, but is not limited to assisting in the implementation of CAPA and oversight', ' ', 'strategies.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'O', 'versees and adheres to quality standards within the region and the development group as a whole. Assures consistency and standards across a study or studies and in line with project standards. Works with Quality Assurance as appropriate to ensure that studies are conducted to appropriate levels of', ' ', 'quality.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'E', 'nsures that there is alignment between the execution of CRO managed studies and those handled internally, and that the oversight is', ' ', 'equivalent', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'E', 'nsure excellent execution of clinical trials according to timelines, within budget and according to regulatory requirements. Ensures appropriate and equitable resource allocation for all', ' ', 'studies', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'P', 'rovides updates to EDDC Leadership Team on operational progress of studies in the region and changes in regulations that will impact study', ' ', 'conduct.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'I', 'dentifies new opportunities / countries in the region with which to', ' ', 'collaborate.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'W', 'orks with CROs to contribute to identification, evaluation and appropriate training of new centers suitable for studies / patient', ' ', 'populations.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'C', 'ontributes to process improvements, use of new technologies and innovation within their area and EDDC, in particular with respect to new processes required for the region.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'E', 'nsures efficient utilization of regional resources to meet the business needs including coordination of headcount requests and resource', ' ', 'alignment.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'L', 'eads the team in preparing for the Health Authority inspections and Internal System audits.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'M', 'anages direct reports and provides guidance, mentoring, and assistance to all in setting workload priorities, executing studies, and applying state of the art clinical research and technologies in', ' ', 'studies', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'H', 'olds group specific responsibilities, which may include administrative duties, staffing/hiring, local considerations, local process improvements, use of new technologies and innovation and other responsibilities as', ' ', 'assigned.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0', 'I', 'f needed, assures the role and responsibilities of a Clinical Trial Manager for a complex global', ' ', 'program.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0 ', 'R', 'ecruits and trains all new clinical trial operations staff into their group.Ensures on- boarding and mentoring plans are in place prior to their start date to facilitate rapid and successful integration into the', ' ', 'team.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0 ', 'D', 'evelops talent including potential successors, and contribute to a highly productive organization that balances operational efficiency and delivery with scientific insight and', ' ', 'innovation.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0 ', 'M', 'ay take the lead on cross-functional initiatives for selected new', ' ', 'processes.', '\n', 'These statements are not intended to be an exhaustive list of all responsibilities, duties, and skills required of people assigned to this job, but are instead intended to describe the general nature and level of the work.', '\n', '\xa0\n', 'Job Requirements:', '\n', '\xa0', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'P', 'hD in Life Sciences or', ' ', 'equivalent.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'A', 'pproximately 8+ years in clinical trials and drug development, including experience in early phase', ' ', 'development.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'L', 'ong term knowledge of processes, roles and responsibilities within clinical sciences study', ' ', 'management.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'D', 'eep knowledge of all national and international guidelines and regulations in the field of clinical', ' ', 'studies.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'I', 'n-depth knowledge of working principles in pharmaceutical industries as well as CROs. Experience in multiple clinical indications and/or therapy areas is', ' ', 'preferred.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'A', 'bility to identify complex problems and find flexible', ' ', 'solutions.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'C', 'apable of clear written and verbal expression of ideas, an active/proactive communicator.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'D', 'emonstrated people management skills. Demonstrated leadership and problem- solving skills. Effective communication, leadership skills, talent in organization and planning.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'P', 'rocess and results driven as well as being able to work in a team-orientated manner, interact with a wide range of people and build strong positive relationships and lead cross-functional initiatives. Excellent organizational', ' ', 'skills.', '\n', '??', '\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 ', 'C', 'omputer', ' ', 'literacy.']"
sciences,Application Specialist,"['Job Responsibilities', 'Evaluate Novacote R&D products for applications performance and develop applications of existing Novacote products.', 'Conduct application trials with customer materials and conduct Novacote product trials at customers’ place.', 'Analysis customer samples for application performance.', 'Assist in QC for application of off-specs batches of Novacote products.\xa0', 'Assist in QC of raw materials, tolled Novacote products as and when required.', 'Ensure proper storage of QC retention samples of tolled products.', 'Provide trainings on Novacote products applications to customers, distributors and new staff.\xa0\xa0', 'Trouble shoot and carry out minor maintenance work of Novacote application laboratory equipment.', 'Ensure that all consumables are sufficient for daily operation of application lab.', 'Update and file analysis reports and other documents.', 'Carry out safety and housekeeping activities in the Novacote application lab.\xa0', 'Any other duties as and when assigned by superior.', 'Job Requirements', 'Degree/Diploma in Chemistry or Chemical Engineering', '2 years working experience in laminating adhesives, coatings, inks and/or printing & converting industry', 'Entry level candidates are welcome to apply\xa0\xa0', 'On-the-job training will be provided for entry level candidates\xa0\xa0\xa0', 'Meticulous with an eye for accuracy', 'Good interpersonal and communication skills', 'Basic laboratory knowledge and methodologies', 'Able to travel around Asia Pacific region for customer support', 'Candidate must be willing to work in Jurong Island']"
sciences,"Senior/ Laboratory Officer, DNA Profiling Lab (Re)","['At the Health Sciences Authority (HSA), we recognise the enormous challenge posed today by the biomedical sciences and the blurring of boundaries between healthcare products resulting from increasing convergence in the application of medical technology. It is right here in HSA, where we are uniquely equipped to meet this challenge. A statutory board formed on 1 April 2001, we play a vital role in supporting healthcare services and regulation, serving the administration of justice and enhancing safety in our community. We are responsible for the quality, safety and efficacy of medicines, medical devices, blood and its products and all health-related products available in Singapore. We provide a comprehensive regulatory service for the evaluation and marketing approval of all therapeutic products. We also provide scientific, investigative and analytical support for vital governmental functions such as forensic expertise for the courts, drug and criminal investigations and the regulation of food safety and industrial and environmental health.', 'Responsibilities', 'Examination/screening of articles and swabs for biological fluids.', 'Perform chemical and serological tests.', 'Assist scientists in developing/validating new technologies/methods.', 'Assist in laboratory duties such as equipment maintenance, maintaining inventory, purchase of consumables and preparation of laboratory reagents/supplies.', 'Assist in laboratory quality assurance duties such as verification of quality control standards and conduct of basic performance checking tests.', 'Conduct laboratory research project in biochemistry/molecular biology area under supervision.', 'Requirements', 'Background in a Biology/Biomedical Science/Biotechnology or related field.', 'Good communication and interpersonal skills.', 'Ability to work effectively with people of different backgrounds.', 'Ability to work independently as well as in a team.', 'Keen eye for detail.', 'Please note that only shortlisted candidates will be notified.']"
sciences,Medical Technologist (1-year contract) (SGGA00200),"['Key accountabilities', 'Conduct PCR analysis for Covid-19 samples', 'Follows Laboratory policy for registration, billing, identification, processing, reporting, result retrieval and record/specimen keeping.', 'Complies and maintains all applicable safety regulations in the Laboratory.', 'Maintains proper inventory levels of all Clinical Laboratory consumables and reagents and informs senior staff if supply is low.', 'Checks the performance of all instruments and equipment in the Laboratory and to report any equipment which is not functioning properly.', 'Complies with all regulatory guidelines, participating in CAP proficiency testing programs and in hospital quality assurance programs.', 'Participates in a routine maintenance program for instruments and in on-going continuing education and professional development programs.', 'Qualifications & Experience', 'Diploma or Degree in Biomedical, Life Science or Biotechnology', 'On-The-Job Training provided', 'Must be able to commit to 2 Rotating Shifts (7.30 am to 8.30 pm & 7.30 pm to 8.30 am)', 'Work Location: Aljunied (near Paya Lebar MRT)']"
sciences,Medical Technologist (1-year contract) (SGGA00200),"['Key accountabilities', 'Conduct PCR analysis for Covid-19 samples', 'Follows Laboratory policy for registration, billing, identification, processing, reporting, result retrieval and record/specimen keeping.', 'Complies and maintains all applicable safety regulations in the Laboratory.', 'Maintains proper inventory levels of all Clinical Laboratory consumables and reagents and informs senior staff if supply is low.', 'Checks the performance of all instruments and equipment in the Laboratory and to report any equipment which is not functioning properly.', 'Complies with all regulatory guidelines, participating in CAP proficiency testing programs and in hospital quality assurance programs.', 'Participates in a routine maintenance program for instruments and in on-going continuing education and professional development programs.', 'Qualifications & Experience', 'Diploma or Degree in Biomedical, Life Science or Biotechnology', 'On-The-Job Training provided', 'Must be able to commit to 2 Rotating Shifts (7.30 am to 8.30 pm & 7.30 pm to 8.30 am)', 'Work Location: Aljunied (near Paya Lebar MRT)']"
sciences,ORGANIC SYNTHETIC CHEMIST/SENIOR CHEMIST,"['Duties & Responsibilities:', 'Search and analyze technical literature (eg: patent, scientific papers etc.) for project assigned. \xa0', 'Design practical synthetic route with help from team member if needed.', 'Perform bench scale synthetic experiments, make good lab journal record and deliver results within timeline.', 'Scale up process in 20-liter pilot reactor with assistance from technicians as needed.', 'Conduct process optimization experiments.', 'Compile and present technical report internally & externally.', 'Perform general analytic task (GC, HPLC, KF titration etc.) for process monitoring.', 'Conduct ad-hoc duties as needed.', 'Maintain synthetic lab equipment in good conditions and adhere to lab safety practice.\xa0', 'Qualifications & Skills:', 'Bachelor or master majored in chemistry, material science, chemical engineering or other relative disciplines.', 'Minimum 2-3 years experience in organic molecules or polymer synthesis.', 'Good knowledge on analytical skills such as NMR, GC, GCMS, LCMS etc.', 'Good initiative, self-motivated, has good organizational skills and ability to work effectively in a multi-disciplinary research group.', 'Ability to work independently in a fast-paced working environment.']"
sciences,Food Technologist,"['Responsibilities', 'Working with R&D teams with high focus on generating innovative products idea and recipe, improving existing recipes.', 'Work closely with Quality Management & Procurement team in supplier and product approval process to ensure compliancy.', 'Collaborate with relevant stake holders in technical specifications related to product research, ingredient applications, process development, shelf life review, packaging design and etc.', 'Lead Product Quality & Sensory studies to ensure recipes meet company standard.', 'Provide technical training to cross departments for quality improvement projects when required.', 'Manage R&D projects budgets from bench to production scale.', 'Undertake special assignment and projects as directed by superior.', 'Assist and perform internal laboratory testing and maintenance.', 'Requirements', 'Diploma / Degree or above: in Food Science / Food Technology or other Science or related disciplines.', 'Minimum 3 years of work experience in Food Product Development.', 'Familiar with manufacturing / sampling processes/ laboratory knowledge.', 'Knowledge in QA/QC and regulatory compliance will be an added advantage.', 'Proficient in MS Office applications']"
sciences,Clinical Research Coordinator_O&G,"['Provide research support for clinical study independently and competently', 'To adhere to the policies, practices and regulations established by the various regulatory agencies pertaining to clinical trials and conduct research activities in accordance to Singapore Good Clinical Practice (SG-GCP)', 'The Challenges', 'Responsible for collection of biospecimens during birth deliveries (on-call duties) and home visits', 'Coordinate and assist in study related procedures such as anthropometry and administration of questionnaires.', 'Manage study product\xa0 dispensing and inventory record', 'The Requirements', 'Qualification', 'Diploma in Nursing or Science related is preferred.', 'Experience', 'Preferably at least 1-2 years clinical trial experience.', 'Skills:', 'Preferably at least 1-2 years clinical trial experience and skills in setting up intravenous lines', 'Interested applicants are invited to email a detailed resume stating your current and expected salary to us via clicking on Apply Now button below.', 'Please indicate in the subject title as: ', ': ""Applying for position of Clinical Research Coordinator (Contract), O&G Department”', 'We regret that only shortlisted candidates will be notified.']"
